Handle,Command,Title,Body HTML,Tags,SEO Title,SEO Description,Metafield: custom.material [single_line_text_field],Metafield: custom.nominal_size [single_line_text_field],Metafield: custom.pattern [single_line_text_field],Metafield: custom.finish [single_line_text_field],Metafield: custom.color_family [single_line_text_field],Metafield: custom.units_per_box [number_integer],Metafield: custom.sqft_per_box [number_decimal],Metafield: custom.thickness_in [number_decimal],Metafield: custom.price_per_sqft [number_decimal],Metafield: custom.price_unit [single_line_text_field],Metafield: custom.source_sku [single_line_text_field]
mnktil1207,UPDATE,"Mink Marmara (Equator) Turkish Marble Polished 18"" x 18"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 18"" x 18""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Square</li><li><strong>Colour family</strong> — White</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Square, Polished, Large Format","Mink Marmara (Equator) Turkish Marble Polished 18"" x 18"" Tile","Mink Marmara (Equator) Turkish Marble Polished 18"" x 18"" Tile. Natural marble sold by the piece, $28.82 per piece. Samples available. Ships across the continental US.",Marble,"18"" x 18""",Square,Polished,White,1,,0.375,28.82,piece,MAMAMARTIL043105
nero-marquina-metal-geo-12x14-mosaic-tile,UPDATE,"Rockart Nero Marquina Black Marble Metal Geo 12"" x 14"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 14""</li><li><strong>Colour family</strong> — Black</li><li><strong>Coverage</strong> — 13.37 sq ft per box (13 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Black","Rockart Nero Marquina Black Marble Metal Geo 12"" x 14"" Mosaic","Rockart Nero Marquina Black Marble Metal Geo 12"" x 14"" Mosaic. Natural marble sold by the box, $17.28 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 14""",,,Black,13,13.37,0.375,17.28,sq ft,NEMAMARMOS919029
polar-white-marble-tile-12-x-12-1-2-polished-tile,UPDATE,"Polar White (Crystal Thassos) Marble 4"" x 12"" Tile — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 4"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 7.0 sq ft per box (21 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Polished","Polar White (Crystal Thassos) Marble 4"" x 12"" Tile — Polished","Polar White (Crystal Thassos) Marble 4"" x 12"" Tile — Polished. Natural marble sold by the box, $10.83 per sq ft. Samples available. Ships across the continental US.",Marble,"4"" x 12""",,Polished,White,21,7.0,0.375,10.83,sq ft,POWHMARTIL409141
aphrodite-sky-12-x-12-mosaic-tile,UPDATE,"Aphrodite Sky 12"" x 12"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Colour family</strong> — Blue</li><li><strong>Coverage</strong> — 11.0 sq ft per box (11 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Blue","Aphrodite Sky 12"" x 12"" Mosaic","Aphrodite Sky 12"" x 12"" Mosaic. Natural marble sold by the box, $45.90 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",,,Blue,11,11.0,0.375,45.90,sq ft,APSKMARMOS131061
glorious-blue-12-x-24-matte-marble-tile,UPDATE,"Glorious Blue Matte Marble 12"" x 24"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 24""</li><li><strong>Finish</strong> — Matte</li><li><strong>Colour family</strong> — Blue</li><li><strong>Coverage</strong> — 10.0 sq ft per box (5 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, Blue, Matte, Large Format","Glorious Blue Matte Marble 12"" x 24"" Tile","Glorious Blue Matte Marble 12"" x 24"" Tile. Natural marble sold by the box, $23.29 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 24""",,Matte,Blue,5,10.0,0.375,23.29,sq ft,GLBLMARTIL691765
athena-gold-lola-polished-marble-mosaic,UPDATE,"Athena Gold Lola Polished Marble 10"" x 10"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 10"" x 10""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 7.3 sq ft per box (7 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Polished","Athena Gold Lola Polished Marble 10"" x 10"" Mosaic","Athena Gold Lola Polished Marble 10"" x 10"" Mosaic. Natural marble sold by the box, $38.38 per sq ft. Samples available. Ships across the continental US.",Marble,"10"" x 10""",,Polished,White,7,7.3,0.375,38.38,sq ft,ATGOMARMOS320821
burlington-4-square-black-dot-marble-polished-wall-mosaic,UPDATE,"Tessella Marble Square - Black Matte 12"" x 12"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Matte</li><li><strong>Pattern</strong> — Square</li><li><strong>Colour family</strong> — Black</li><li><strong>Coverage</strong> — 8.0 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Black, Square, Matte","Tessella Marble Square - Black Matte 12"" x 12"" Mosaic","Tessella Marble Square - Black Matte 12"" x 12"" Mosaic. Natural marble sold by the box, $23.20 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Square,Matte,Black,8,8.0,0.375,23.20,sq ft,TEMAMARMOS087221
checkers-with-emperador-dark-emperador-light-12x12-polished-tile,UPDATE,"Checkerboard Emperador Dark & Emperador Light Polished 12"" x 12"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — Brown</li><li><strong>Coverage</strong> — 10.0 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, Brown, Checkerboard, Polished","Checkerboard Emperador Dark & Emperador Light Polished 12"" x 12"" Tile","Checkerboard Emperador Dark & Emperador Light Polished 12"" x 12"" Tile. Natural marble sold by the box, $12.82 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Checkerboard,Polished,Brown,10,10.0,0.375,12.82,sq ft,CHEMMARTIL262645
qnbgtil1212,UPDATE,Queen Beige Brushed/Chiseled Versailles Tile,"<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Finish</strong> — Brushed</li><li><strong>Pattern</strong> — Versailles</li><li><strong>Colour family</strong> — Beige</li><li><strong>Coverage</strong> — 16.0 sq ft per box (16 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Wall, Beige, Versailles, Brushed",Queen Beige Brushed/Chiseled Versailles Tile,"Queen Beige Brushed/Chiseled Versailles Tile. Natural marble sold by the box, $8.45 per sq ft. Samples available. Ships across the continental US.",Marble,,Versailles,Brushed,Beige,16,16.0,0.375,8.45,sq ft,QUBEMARVER610401
daisy-bloom-ocean-11-75-x-13-25-mosaic-tile,UPDATE,"Daisy Bloom Ocean 11 3/4"" x 13 1/4"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 11 3/4"" x 13 1/4""</li><li><strong>Colour family</strong> — Blue</li><li><strong>Coverage</strong> — 11.89 sq ft per box (12 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Blue","Daisy Bloom Ocean 11 3/4"" x 13 1/4"" Mosaic","Daisy Bloom Ocean 11 3/4"" x 13 1/4"" Mosaic. Natural marble sold by the box, $42.46 per sq ft. Samples available. Ships across the continental US.",Marble,"11 3/4"" x 13 1/4""",,,Blue,12,11.89,0.375,42.46,sq ft,DABLMARMOS346933
ferrara-3-x-6-honed-marble-decorative-tile-with-brass-in-nero,UPDATE,"Ferrara Matte Marble Decorative with Brass in Nero 3"" x 6"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 3"" x 6""</li><li><strong>Finish</strong> — Matte</li><li><strong>Colour family</strong> — Black</li><li><strong>Coverage</strong> — 4.96 sq ft per box (40 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, Backsplash, Black, Matte","Ferrara Matte Marble Decorative with Brass in Nero 3"" x 6"" Tile","Ferrara Matte Marble Decorative with Brass in Nero 3"" x 6"" Tile. Natural marble sold by the box, $42.99 per sq ft. Samples available. Ships across the continental US.",Marble,"3"" x 6""",,Matte,Black,40,4.96,0.375,42.99,sq ft,FE3MARTIL964469
cremrfmos1338,UPDATE,"Crema Marfil Mixed Penny Round Polished 1"" x 1"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 1"" x 1""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Penny Round</li><li><strong>Colour family</strong> — Beige</li><li><strong>Coverage</strong> — 8.0 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Shower Floor, Beige, Penny Round, Polished, Micro Mosaic","Crema Marfil Mixed Penny Round Polished 1"" x 1"" Mosaic","Crema Marfil Mixed Penny Round Polished 1"" x 1"" Mosaic. Natural marble sold by the box, $19.35 per sq ft. Samples available. Ships across the continental US.",Marble,"1"" x 1""",Penny Round,Polished,Beige,8,8.0,0.375,19.35,sq ft,CRMAMARMOS424929
hexagon-beach-11-75-x-12-mosaic-tile-1,UPDATE,"Hexagon Beach 2"" x 2"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 2"" x 2""</li><li><strong>Pattern</strong> — Hexagon</li><li><strong>Colour family</strong> — Blue</li><li><strong>Coverage</strong> — 10.77 sq ft per box (11 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Shower Floor, Blue, Hexagon, Micro Mosaic","Hexagon Beach 2"" x 2"" Mosaic","Hexagon Beach 2"" x 2"" Mosaic. Natural marble sold by the box, $30.00 per sq ft. Samples available. Ships across the continental US.",Marble,"2"" x 2""",Hexagon,,Blue,11,10.77,0.375,30.00,sq ft,HEAGMARMOS734389
